instance_name	x1	x2	x3	x4	x5	x6	x7
instance_1	-1.20706574938542	3	-2.87404249339871	1.79407452864789	1	0	0
instance_2	0.27742924211066	3	-0.426542449077482	-1.36454889989645	1	0	0
instance_3	1.08444117668306	1	-1.48740629563197	-0.707439984999719	1	0	0
instance_4	-2.34569770262935	1	0.588791645710936	-0.556284345887489	1	0	0
instance_5	0.42912468881105	0	-0.44259951077578	-0.310081093752715	1	0	0
instance_6	0.506055892157574	0	0.901304802320198	-0.376179335728334	1	0	0
instance_7	-0.574739960134649	3	0.467828340367688	0.458526008426864	1	0	0
instance_8	-0.546631855784187	1	0.0220403186670302	-1.26114914943113	1	0	0
instance_9	-0.564451999093283	3	-0.0851078317956122	-0.527465163206145	1	0	0
instance_10	-0.890037829044104	2	-0.361267142653458	-0.556814221798541	1	0	0
instance_11	-0.477192699753547	2	0.199506501537268	-0.374438726216025	1	0	0
instance_12	-0.998386444859704	1	-1.1082542547003	-0.604399980981061	1	0	0
instance_13	-0.77625389463799	3	0.672794070486354	1.20312707053266	1	0	0
instance_14	0.0644588172762693	1	-0.39411363337364	0.768873233405475	1	0	0
instance_15	0.959494058970771	0	-0.743967585584992	0.238351023241361	1	0	0
instance_16	-0.110285494390774	3	-0.32611347678341	-1.41502814138869	1	0	0
instance_17	-0.511009505806642	3	1.87466882681447	2.93377438660602	1	0	0
instance_18	-0.911195416629811	2	-1.75799914534674	0.935025757358322	1	0	0
instance_19	-0.83717168026894	2	-0.348860909964869	1.23388452172586	1	0	0
instance_20	2.41583517848934	3	0.106589229118385	-1.89138472179805	1	0	0
instance_21	0.134088220152031	3	-0.537658781205147	-0.222651293117936	1	0	0
instance_22	-0.490685896690943	2	-0.411269131911835	0.768127528360915	1	0	0
instance_23	-0.440547872353227	2	0.382348337976121	0.387953658262852	1	0	0
instance_24	0.459589441005854	0	0.222514088542642	0.609133031558329	1	0	0
instance_25	-0.693720246937475	1	-0.673754508319701	0.590518608276321	1	0	0
instance_26	-1.44820491038647	0	0.567432913870525	-0.435140753285453	1	0	0
instance_27	0.574755720900728	3	0.17948365476	-0.250769898499009	1	0	0
instance_28	-1.02365572296388	2	0.686341749488027	-0.926269383723312	1	0	0
instance_29	-0.0151383003641817	2	-1.32726366148341	1.08743580325344	1	0	0
instance_30	-0.935948601168394	3	-0.767916438222332	-1.94395921590421	1	0	0
instance_31	1.10229754620026	0	-0.192702508672789	-0.280620438336351	1	0	0
instance_32	-0.475593078869057	3	0.95905119808221	0.812077556671369	1	0	0
instance_33	-0.709440037512506	0	-0.529031361979442	-0.207703687008036	1	0	0
instance_34	-0.501258060594761	3	-1.03288699095086	1.45075731996683	1	0	0
instance_35	-1.6290934690787	3	0.771745490447405	0.841493178155365	1	0	0
instance_36	-1.16761926209419	2	0.465356664198533	-0.865737822129377	1	0	0
instance_37	-2.18003964894867	1	-1.22567106691397	-0.0598778067009555	1	0	0
instance_38	-1.34099319210003	1	2.04667724022033	0.0115311532497584	1	0	0
instance_39	-0.294293858763713	0	1.49867444889729	0.269111451391775	1	0	0
instance_40	-0.46589754040611	1	-1.38894908467684	-0.528160505923408	1	0	0
instance_41	1.44949626528713	0	2.15337646372281	-0.617073841366713	1	0	0
instance_42	-1.06864272367458	2	-1.72911674054936	-0.262372515021683	1	0	0
instance_43	-0.855364633737507	2	0.102042485094495	0.91234717100544	1	0	0
instance_44	-0.280623001957454	1	-1.14127912749709	1.12361058688565	1	0	0
instance_45	-0.994340076295665	3	-0.377009088203781	-0.603519713682531	1	0	0
instance_46	-0.968514317872049	1	-0.348782098762047	0.0553233936383655	1	0	0
instance_47	-1.10731819264177	3	0.322885081228563	-1.00065843288481	1	0	0
instance_48	-1.25198588563894	3	-1.12433961794016	-0.758178829139224	1	0	0
instance_49	-0.523828118987356	1	-2.75704972232067	-0.611435814505261	1	0	0
instance_50	-0.4968499572667	0	-0.0958110991197285	-1.31672226320794	1	0	0
instance_51	-1.80603125680195	3	-0.746699804956649	-2.00741501721717	1	0	0
instance_52	-0.582075924689333	0	0.210781418005385	0.768002127529136	1	0	0
instance_53	-1.10888962442678	3	-0.848509808508819	0.405761313504228	1	0	0
instance_54	-1.01496200949201	3	0.792264765704344	-0.831715878916042	1	0	0
instance_55	-0.162309523556819	0	0.0291874325756546	0.958075773112283	1	0	0
instance_56	0.563055818994517	0	0.603388012483792	1.81071925143842	1	0	0
instance_57	1.64781747281506	0	-0.994940104813448	-2.5500144848278	1	0	0
instance_58	-0.773353423943695	0	-0.211332458143761	1.15025508071742	1	0	0
instance_59	1.6059096288573	0	0.344021087496185	1.22789365442077	1	0	0
instance_60	-1.15780854769441	1	-0.0893785289835366	0.152103162683809	1	0	0
instance_61	0.656588464332807	2	1.6540374665165	-0.523083809187373	1	0	0
instance_62	2.54899107071786	3	-1.96290871320897	-1.10159336434584	1	0	0
instance_63	-0.0347603898038376	1	0.756125511499489	-0.879730281412976	1	0	0
instance_64	-0.669633579661957	3	0.0144186579430547	-0.636700257754092	1	0	0
instance_65	-0.00760475571097463	2	0.945713804060792	-2.1059314308429	1	0	0
instance_66	1.77708444814343	0	-0.098808492386284	-0.64625836012243	1	0	0
instance_67	-1.13860773675091	1	-2.73975424338714	0.986793426319455	1	0	0
instance_68	1.36782717942326	1	0.420305849423153	-0.75490014593259	1	0	0
instance_69	1.32956479078236	2	-0.218379262260984	1.56520486289813	1	0	0
instance_70	0.336472797203817	3	-0.989355329598254	-0.0500492609915262	1	0	0
instance_71	0.00689283844195796	1	-0.656468896184539	0.111028706146697	1	0	0
instance_72	-0.455468738161428	2	0.055663548201307	0.475471045997417	1	0	0
instance_73	-0.366523932873933	3	2.45206344477497	-0.939003904707139	1	0	0
instance_74	0.648286567503148	0	0.18817357373771	-0.774045619642981	1	0	0
instance_75	2.07027086133094	1	-0.979696368377701	-0.423558467232642	1	0	0
instance_76	-0.15339841246697	2	1.90361046750456	1.77287949441054	1	0	0
instance_77	-1.39070094670149	0	-0.438519782195613	0.426550658330294	1	0	0
instance_78	-0.723581777110154	3	-0.829726095585463	-0.0944701730887152	1	0	0
instance_79	0.258261762167853	1	-1.247231318762	-1.11659543381566	1	0	0
instance_80	-0.317059114961199	1	-0.673809163087791	-0.0874351465295421	1	0	0
instance_81	-0.177789957664294	2	1.93516726396696	0.392526090173269	1	0	0
instance_82	-0.169994076854541	3	0.906561434864075	-0.360622169253726	1	0	0
instance_83	-1.37230188587669	1	0.736526771427079	-0.88798436161748	1	0	0
instance_84	-0.173787170414033	3	0.146625304045126	-0.946416553795856	1	0	0
instance_85	0.850232257121884	3	0.283120796739	-0.219911556074559	1	0	0
instance_86	0.697608711668253	1	0.589276720770128	0.34222011692021	1	0	0
