instance_name	label
instance_1	-5.79608004955529
instance_2	-3.72859354941983
instance_3	-2.47558002035635
instance_4	3.80195995815086
instance_5	-1.0333282863364
instance_6	0.996379635137657
instance_7	-2.70603901316209
instance_8	-1.04208119565377
instance_9	-3.13685301464406
instance_10	-2.19109453318521
instance_11	-2.67485701801104
instance_12	-2.55622562981655
instance_13	-1.89069296663781
instance_14	-1.99306736599268
instance_15	-0.524065905048994
instance_16	-3.48281468352026
instance_17	-0.909680112905977
instance_18	-4.00702215305375
instance_19	-2.28468501047045
instance_20	1.31542403355868
instance_21	-3.54259539918253
instance_22	-2.13850591330838
instance_23	-1.3301142917054
instance_24	-0.283426654920118
instance_25	-2.23551243570108
instance_26	1.86532974065866
instance_27	-2.89780893902919
instance_28	-1.11231619484421
instance_29	-4.39112908482366
instance_30	-3.29641983371424
instance_31	0.736892849718603
instance_32	-1.92482562179378
instance_33	-0.539837279864846
instance_34	-4.39410898566175
instance_35	-0.639750391568801
instance_36	-1.13487142512521
instance_37	0.504770656207435
instance_38	2.15257822168652
instance_39	1.60672217367715
instance_40	-2.63788202328047
instance_41	3.68206318227761
instance_42	-3.20454285238433
instance_43	-1.24658866950577
instance_44	-2.30505790511242
instance_45	-3.41331236879174
instance_46	-1.44736068712823
instance_47	-2.03499429396088
instance_48	-3.51239880632849
instance_49	-4.24802142994548
instance_50	-0.609568288988551
instance_51	-1.98160578895512
instance_52	0.278049508572384
instance_53	-3.87367970863654
instance_54	-1.58144572664741
instance_55	0.229172860111954
instance_56	0.266293982454469
instance_57	0.739415228954061
instance_58	0.127954035005653
instance_59	2.18186773830594
instance_60	-0.111038050551372
instance_61	-0.00821740089569856
instance_62	-1.05700789877243
instance_63	-0.63925177523689
instance_64	-2.83919131512845
instance_65	-0.846538983489051
instance_66	1.84009503647025
instance_67	-3.38641339614048
instance_68	0.824631087047224
instance_69	-1.64748282748009
instance_70	-4.32348386298888
instance_71	-2.2065175874322
instance_72	-2.12947610101363
instance_73	-0.305083168262164
instance_74	-0.0607890139035184
instance_75	0.759816046443377
instance_76	-0.227514860930919
instance_77	0.64907867787805
instance_78	-4.37797114765987
instance_79	-2.84243855354248
instance_80	-2.09037260072053
instance_81	-0.120950735482572
instance_82	-2.23604675897004
instance_83	1.1610337450332
instance_84	-2.95657006605016
instance_85	-2.65254132829585
instance_86	-0.305342516898671
instance_87	-0.853392345393929
instance_88	-0.0949885893793334
instance_89	0.837336688227346
instance_90	-0.57356658823567
instance_91	-2.45764713149782
instance_92	-2.25889234119154
instance_93	2.77488686373891
instance_94	-0.0713155617099732
instance_95	-4.24225146999194
instance_96	-0.399177613019889
instance_97	0.359957795658182
instance_98	-2.13494224774458
instance_99	0.771311540808363
instance_100	-0.177087404895371
instance_101	-1.48993720868173
